operator_id,permit_id,account_holder,installation_name,regulator,account_status,first_year,last_year,nace_code,nace_description,regulated_activity,cps_scope,cps_scope_rule,recorded_emissions_2021,recorded_emissions_2022,recorded_emissions_2023,recorded_emissions_2024,surrender_status_2021,surrender_status_2022,surrender_status_2023,surrender_status_2024,alloc_entitlement_2025,alloc_delivered_2025,alloc_entitlement_2026,alloc_delivered_2026
1000181,UK-E-IN-13028,INOVYN ChlorVinyls Limited,INOVYN Chlorvinyls Newton Aycliffe,EA,OPEN,2021,,2016,Manufacture of plastics in primary forms,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,60701.0,47166.0,42466.0,44946.0,A,A,A,A,10564,10564,10564,10564
1000182,UK-E-IN-11578,Interconnector Limited,Interconnector Bacton Terminal,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,30330.0,249687.0,150266.0,64695.0,A,A,A,A,21551,21551,21551,21551
1000183,UK-E-IN-13559,Irwell Power Limited,Irwell Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,4640.0,5824.0,2599.0,1255.0,A,A,A,A,0,0,0,0
1000184,UK-E-IN-13585,J G Pears (Newark) Limited,J G Pears (Newark) Limited,EA,OPEN,2021,,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,6449.0,8632.0,5850.0,4191.0,A,A,A,A,1495,1495,1495,1495
1000185,UK-E-IN-13303,Jacobs Douwe Egberts OPS GB Ltd,Jacobs Douwe Egberts - UK Coffee,EA,OPEN,2021,2024,1083,Processing of tea and coffee,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,48198.0,44908.0,44292.0,2247.0,A,A,A,A,0,0,0,0
1000186,UK-E-IN-12787,Jaguar Land Rover Limited,Jaguar Land Rover Limited Solihull,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,61261.0,59544.0,53973.0,57377.0,A,A,A,A,11206,11206,11206,11206
1000187,UK-E-IN-11679,Jaguar Land Rover Limited,Jaguar Land Rover – Castle Bromwich,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,11502.0,9145.0,8749.0,7791.0,A,A,A,A,1528,1700,1528,1528
1000188,UK-E-IN-11960,Jaguar Land Rover Limited,Jaguar Land Rover Halewood,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,25849.0,21273.0,21754.0,25268.0,A,A,A,A,4440,4440,4440,4440
1000189,UK-E-IN-11662,James Cropper Public Limited Company,James Cropper PLC,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,35228.0,34047.0,26039.0,23595.0,A,A,A,A,7582,8448,7582,7582
1000190,UK-E-IN-11640,Johnson Matthey Plc,Johnson Matthey Plc,EA,CLOSED,2021,2023,2013,Manufacture of other inorganic basic chemicals,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,16477.0,14389.0,10626.0,,A,A,A,,0,0,0,0
1000191,UK-E-IN-11654,Keadby Generation Limited,Keadby Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,463116.0,1192795.0,1348615.0,1615532.0,A,A,A,A,0,0,0,0
1000192,UK-E-IN-13660,Keekle Power Limited,Rownhams Generation Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,11671.0,14379.0,4273.0,2003.0,A,A,A,A,0,0,0,0
1000193,UK-E-IN-11588,Kellogg Company of Great Britain Limited,Kellogg Company - Manchester,EA,OPEN,2021,,1061,Manufacture of grain mill products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10648.0,14691.0,20043.0,18983.0,A,A,A,A,4953,4953,0,0
1000194,UK-E-IN-13041,Kemira Chemicals (UK) Ltd,Kemira Chemicals (UK) Ltd,EA,OPEN,2021,,2016,Manufacture of plastics in primary forms,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,22093.0,19519.0,16758.0,17568.0,A,A,A,A,10860,10860,10860,10860
1000195,UK-E-IN-13558,Kiln Power Limited,Kiln Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,10298.0,10377.0,6830.0,4184.0,A,A,A,A,0,0,0,0
1000196,UK-E-IN-11467,Kimberly - Clark Limited,NORTHFLEET MILL,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,22901.0,15634.0,16113.0,14657.0,A,A,A,A,9196,9196,9196,9196
1000197,UK-E-IN-11601,Kimberly - Clark Limited,Barrow Mill,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,36301.0,37055.0,35658.0,36705.0,A,A,A,A,25095,25095,25095,25095
1000198,UK-E-IN-11888,Knauf (UK) GmbH,Knauf Immingham,EA,OPEN,2021,,2362,Manufacture of plaster products for construction purposes,PRODUCTION_OR_PROCESSING_OF_GYPSUM_OR_PLASTERBOARD,CPS_NOT_APPLICABLE,R7_process_activity,52799.0,49335.0,47825.0,39345.0,A,A,A,A,11864,11864,11864,11864
1000199,UK-E-IN-11886,Knauf (UK) GmbH,Knauf Drywall Sittingbourne,EA,OPEN,2021,,2362,Manufacture of plaster products for construction purposes,PRODUCTION_OR_PROCESSING_OF_GYPSUM_OR_PLASTERBOARD,CPS_NOT_APPLICABLE,R7_process_activity,53815.0,49501.0,44011.0,42473.0,A,A,A,A,12335,12335,12335,12335
1000200,UK-E-IN-11379,Knauf Insulation Limited,Ravenhead Insulation Works,EA,OPEN,2021,,2314,Manufacture of glass fibres,MANUFACTURE_OF_MINERAL_WOOL,CPS_NOT_APPLICABLE,R7_process_activity,32609.0,30829.0,29887.0,20155.0,A,A,A,A,22483,22483,22483,22483
1000201,UK-E-IN-12921,KP Snacks Limited,KP Teesside,EA,OPEN,2021,,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,13106.0,16486.0,17432.0,17885.0,A,A,A,A,2796,2796,2796,2796
1000202,UK-E-IN-13283,Lafarge Cauldon Limited,Cauldon Cement,EA,OPEN,2021,,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,CPS_NOT_APPLICABLE,R7_process_activity,568252.0,538142.0,483394.0,369701.0,A,A,A,A,366682,366682,366682,366682
1000203,UK-E-IN-11900,Lamb-Weston/Meijer UK Limited,Lamb Weston/Meijer UK Limited,EA,OPEN,2021,,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,21454.0,20232.0,19620.0,19145.0,A,A,A,A,15663,15663,15663,15663
1000204,UK-E-IN-13638,Lavant Power Limited,Lavant Power,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,12443.0,13895.0,3535.0,2732.0,A,A,A,A,0,0,0,0
1000205,UK-E-IN-12597,Leicester District Energy Company Limited,Leicester District Energy Company Limited,EA,OPEN,2021,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,19032.0,15424.0,17511.0,15893.0,A,A,A,A,1895,1895,2265,2265
1000206,UK-E-IN-11508,Lhoist UK Limited,Lhoist UK Limited,EA,OPEN,2021,,2352,Manufacture of lime and plaster,PRODUCTION_OF_LIME_OR_CALCINATION_OF_DOLOMITE_MAGNESITE,CPS_NOT_APPLICABLE,R7_process_activity,188977.0,184497.0,172078.0,173369.0,A,A,A,A,150546,150546,150546,150546
1000207,UK-E-IN-12653,Liberty Merchant Bar plc,Liberty Merchant Bar plc,EA,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,CPS_NOT_APPLICABLE,R7_process_activity,10909.0,1946.0,1.0,0.0,A,A,A,A,0,617,0,0
1000208,UK-E-IN-13554,Loddon Power Limited,Loddon Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,4184.0,5877.0,2766.0,1556.0,A,A,A,A,0,0,0,0
1000209,UK-E-IN-12927,London Underground Limited,Greenwich Generating Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3296.0,3119.0,1600.0,681.0,A,A,A,A,0,0,0,0
1000210,UK-E-IN-11799,Loughborough University,Loughborough University,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,18886.0,14825.0,15874.0,15690.0,A,A,A,A,2437,2437,2437,2437
1000211,UK-E-IN-13021,Lucozade Ribena Suntory Limited,LRS Coleford,EA,OPEN,2021,,1107,Manufacture of soft drinks; production of mineral waters and other bottled waters,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,27526.0,29627.0,28500.0,27497.0,A,A,A,A,2880,2880,2880,2880
1000212,UK-E-IN-12774,Lynemouth Power Limited,Lynemouth Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,8646.0,7588.0,9325.0,3991.0,A,A,A,A,0,0,0,0
1000213,UK-E-IN-11829,Manchester Airport plc,Manchester Airport,EA,OPEN,2021,,5110,Passenger air transport,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,8188.0,7444.0,7844.0,7879.0,A,A,A,A,1261,1261,1261,1261
1000214,UK-E-IN-13804,Manchester Heat Network Tradeco Ltd,CQHN,EA,OPEN,2021,2023,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1277.0,7792.0,7858.0,,A,A,A,,0,0,0,0
1000215,UK-E-IN-11930,Marchwood Power Limited,Marchwood Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1888355.0,1914801.0,1046125.0,1753861.0,A,A,A,A,0,0,0,0
1000216,UK-E-IN-13557,Marden Power Limited,Marden Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,5140.0,8556.0,3507.0,1114.0,A,A,A,A,0,0,0,0
1000217,UK-E-IN-11987,Mars Petcare UK,Petfood Manufacturing,EA,OPEN,2021,,1092,Manufacture of prepared pet foods,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10604.0,10026.0,8402.0,8377.0,A,A,A,A,1950,1950,1950,1950
1000218,UK-E-IN-11764,McCain Foods (G.B.) Limited,McCain - Wombourne,EA,OPEN,2021,,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,9895.0,9667.0,8566.0,11028.0,A,A,A,A,6659,6659,6659,6659
1000219,UK-E-IN-11739,McCain Foods (G.B.) Limited,McCain - Whittlesey,EA,OPEN,2021,,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,32333.0,32473.0,31696.0,33401.0,A,A,A,A,20625,20625,56193,56193
1000220,UK-E-IN-11740,McCain Foods (G.B.) Limited,McCain - Scarborough,EA,OPEN,2021,,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,34639.0,35942.0,44695.0,36707.0,A,A,A,A,22709,23245,22709,22709
1000221,UK-E-IN-11655,Medway Power Limited,Medway Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,299774.0,645232.0,502511.0,226553.0,A,A,A,A,0,0,0,0
1000222,UK-E-IN-13621,Mercia Power Response (Asher Lane 2) Limited,Asher Lane 2,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,4823.0,16102.0,6564.0,1129.0,A,A,A,A,0,0,0,0
1000223,UK-E-IN-13622,Mercia Power Response (Private Road No.5) Limited,Private Road No.5,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,5235.0,15745.0,7531.0,1738.0,A,A,A,A,0,0,0,0
1000224,UK-E-IN-12656,Midland Quarry Products Limited,Cliffe Hill Asphalt,EA,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,9249.0,8837.0,7745.0,7879.0,A,A,A,A,4246,4246,4246,4246
1000225,UK-E-IN-11585,Ministry of Defence,Royal Air Force Brize Norton,EA,OPEN,2021,,8422,Defence activities ,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,11350.0,9242.0,9877.0,9977.0,A,A,A,A,1743,1743,1743,1743
1000226,UK-E-IN-12606,Mitsubishi Chemical UK Limited,Lucite International - Billingham,EA,CLOSED,2021,2022,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,182333.0,6181.0,,,A,A,,,0,0,0,0
1000227,UK-E-IN-11868,MOD Donnington,Ministry of Defence Donnington,EA,OPEN,2021,,8422,Defence activities ,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10128.0,8163.0,8356.0,9909.0,A,A,A,A,1865,1865,1865,1865
1000228,UK-E-IN-11400,Molson Coors Brewing Company (UK) Limited,"MCBC (UK) Ltd., Burton Brewery",EA,OPEN,2021,,1105,Manufacture of beer,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,17433.0,17501.0,18156.0,18114.0,A,A,A,A,3079,3079,3079,3079
1000229,UK-E-IN-12053,Mondelez UK Confectionery Production Limited,Bournville Site,EA,OPEN,2021,2023,1082,"Manufacture of cocoa, chocolate and sugar confectionery",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,9476.0,8172.0,3411.0,,A,A,A,,0,0,0,0
1000230,UK-E-IN-13373,Muller UK & Ireland Group LLP,Muller UK & Ireland Group LLP Severnside,EA,OPEN,2021,,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,19814.0,20990.0,19704.0,20983.0,A,A,A,A,8032,8032,8032,8032
1000231,UK-E-IN-13739,Muller UK & Ireland Group LLP,Muller Dairy Market Drayton,EA,OPEN,2021,,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,24191.0,23443.0,25392.0,25447.0,A,A,A,A,1764,1764,1934,1934
1000232,UK-E-IN-11608,Muntons plc,Muntons plc - Cedar Maltings,EA,OPEN,2021,,1106,Manufacture of malt,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,16257.0,15521.0,8332.0,7799.0,A,A,A,A,7383,7383,7383,7383
1000233,UK-E-IN-11422,National Gas Transmission Plc,Cambridge Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,5373.0,657.0,3721.0,250.0,A,A,A,A,471,471,471,471
1000234,UK-E-IN-11424,National Gas Transmission Plc,Hatton Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,34924.0,2864.0,3370.0,335.0,A,A,A,A,689,689,689,689
1000235,UK-E-IN-11445,National Gas Transmission Plc,Warrington Compressor Station,EA,CLOSED,2021,2021,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,0.0,,,,A,,,,0,0,0,0
1000236,UK-E-IN-11423,National Gas Transmission Plc,Diss Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,6591.0,164.0,147.0,247.0,A,A,A,A,8,8,8,8
1000237,UK-E-IN-11425,National Gas Transmission Plc,Huntingdon Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,13118.0,6166.0,4300.0,5531.0,A,A,A,A,1099,1099,1099,1099
1000238,UK-E-IN-11426,National Gas Transmission Plc,Churchover Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,4288.0,13223.0,2693.0,178.0,A,A,A,A,296,296,296,296
1000239,UK-E-IN-11419,National Gas Transmission Plc,Bishop Auckland Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,11624.0,39660.0,4966.0,7623.0,A,A,A,A,1401,1401,1401,1401
1000240,UK-E-IN-11429,National Gas Transmission Plc,Alrewas Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,3596.0,14429.0,13374.0,364.0,A,A,A,A,1539,1539,1539,1539
1000241,UK-E-IN-11438,National Gas Transmission Plc,Wisbech Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,219.0,82.0,18.0,7.0,A,A,A,A,9,9,9,9
1000242,UK-E-IN-11436,National Gas Transmission Plc,Wooler Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,367.0,492.0,193.0,707.0,A,A,A,A,36,36,36,36
1000243,UK-E-IN-11428,National Gas Transmission Plc,Kings Lynn Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10064.0,45551.0,9509.0,2930.0,A,A,A,A,1407,1407,1407,1407
1000244,UK-E-IN-11427,National Gas Transmission Plc,Carnforth Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,2714.0,4884.0,20980.0,6464.0,A,A,A,A,3030,3030,3030,3030
1000245,UK-E-IN-11431,National Gas Transmission Plc,Chelmsford Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,96.0,176.0,72.0,118.0,A,A,A,A,37,37,37,37
1000246,UK-E-IN-11437,National Gas Transmission Plc,Wormington Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,3714.0,19266.0,3681.0,2299.0,A,A,A,A,635,635,635,635
1000247,UK-E-IN-11430,National Gas Transmission Plc,Aylesbury Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,1035.0,863.0,181.0,408.0,A,A,A,A,60,60,60,60
1000248,UK-E-IN-11446,National Gas Transmission Plc,Peterborough Compressor Station,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,24860.0,15330.0,13393.0,25097.0,A,A,A,A,4300,4300,4300,4300
1000249,UK-E-IN-11856,National Grid Grain LNG Limited,Isle of Grain LNG Installation,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,73627.0,92964.0,129524.0,36858.0,A,A,A,A,30390,49044,30390,30390
1000250,UK-E-IN-13246,Nestlé UK Ltd,Nestle York Combustion,EA,OPEN,2021,,1082,"Manufacture of cocoa, chocolate and sugar confectionery",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,32029.0,30221.0,29046.0,12561.0,A,A,A,A,0,0,2752,2752
1000251,UK-E-IN-11543,Nestlé UK Ltd,"Combustion Process - Nestle UK, Tutbury",EA,OPEN,2021,,1083,Processing of tea and coffee,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,23971.0,24671.0,21255.0,23008.0,A,A,A,A,7475,7475,7475,7475
1000252,UK-E-IN-13394,Nexperia UK Ltd,Nexperia Hazel Grove,EA,OPEN,2021,,2611,Manufacture of electronic components,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,16623.0,17273.0,23291.0,24677.0,A,A,A,A,2299,2299,2299,2299
1000253,UK-E-IN-12658,Nissan Motor Manufacturing (UK) Limited,Nissan Motor Manufacturing (UK) Ltd,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,41100.0,41982.0,42732.0,37172.0,A,A,A,A,8272,8272,8272,8272
1000254,UK-E-IN-12679,WEST FRASER EUROPE LIMITED,South Molton,EA,OPEN,2021,,1621,Manufacture of veneer sheets and wood-based panels,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,7367.0,3301.0,1077.0,6.0,A,A,A,A,0,0,0,0
1000255,UK-E-IN-12650,Norcros Group (Holdings) Limited,Johnson Tiles,EA,OPEN,2021,2024,2331,Manufacture of ceramic tiles and flags,MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,18138.0,16191.0,13256.0,4267.0,A,A,A,A,0,0,0,0
1000256,UK-E-IN-13563,Northwich Power Limited,Northwich Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,13079.0,14840.0,4490.0,2126.0,A,A,A,A,0,0,0,0
1000257,UK-E-IN-11385,Novartis Grimsby Limited,Novartis Grimsby Ltd,EA,CLOSED,2021,2023,2110,Manufacture of basic pharmaceutical products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,26047.0,24877.0,8333.0,,A,A,A,,0,0,0,0
1000258,UK-E-IN-12723,Novelis UK Ltd,Novelis Latchford,EA,OPEN,2021,,2442,Aluminium production,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,44914.0,43783.0,39254.0,42098.0,A,A,A,A,30109,35577,30109,30109
1000259,UK-E-IN-13801,NTT Global Data Centers EMEA UK Ltd,LON1 Data Centre,EA,OPEN,2021,,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,195.0,55.0,70.0,1392.0,A,A,A,A,0,0,0,0
1000260,UK-E-IN-11391,O-I GLASS LIMITED,Harlow Glass,EA,OPEN,2021,,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,CPS_NOT_APPLICABLE,R7_process_activity,31370.0,28919.0,26639.0,25157.0,A,A,A,A,25095,25095,25095,25095
1000261,UK-E-IN-12715,Omega Proteins Limited,Erlings Works,EA,OPEN,2021,,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,15618.0,16857.0,20062.0,18217.0,A,A,A,A,6010,6010,6010,6010
1000262,UK-E-IN-12716,Omega Proteins Limited,Omega Proteins Limited,EA,OPEN,2021,,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,34872.0,31516.0,50868.0,55365.0,A,A,A,A,18876,18876,18876,18876
1000263,UK-E-IN-14330,Marcegaglia Stainless Sheffield Limited,Outokumpu Long Products,EA,OPEN,2021,,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OF_PIG_IRON_OR_STEEL,CPS_NOT_APPLICABLE,R7_process_activity,33847.0,30715.0,31890.0,36874.0,A,A,A,A,23959,23959,23959,23959
1000264,UK-E-IN-11995,Palm Paper Limited,Palm Paper Ltd PM7 Newsprint Mill,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,181341.0,163094.0,167857.0,171227.0,A,A,A,A,95653,95653,95653,95653
1000265,UK-E-IN-12735,Pauls Malt Limited,Bury St Edmunds Maltings,EA,OPEN,2021,,1106,Manufacture of malt,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,28603.0,29858.0,27838.0,27746.0,A,A,A,A,2919,3085,14470,14470
1000266,UK-E-IN-13381,Peak Gen Power 14 Limited,Peak Gen Exeter,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1503.0,1366.0,674.0,649.0,A,A,A,A,0,0,0,0
1000267,UK-E-IN-12928,Peak Gen Power 2 Limited,Peak Gen Peterborough,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,299.0,183.0,101.0,145.0,A,A,A,A,0,0,0,0
1000268,UK-E-IN-13680,Pelagia (UK) Limited,Pelagia Grimsby,EA,OPEN,2021,,1020,"Processing and preserving of fish, crustaceans and molluscs",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,3023.0,2735.0,2512.0,2969.0,A,A,A,A,1341,1341,1341,1341
1000269,UK-E-IN-12587,Perenco UK Limited,Dimlington-Easington Shore Terminal,EA,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,122036.0,124007.0,121475.0,124843.0,A,A,A,A,27392,27392,27392,27392
1000270,UK-E-IN-12064,Perenco UK Limited,Wytch Farm Gathering Station,EA,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,65334.0,94045.0,82841.0,88538.0,A,A,A,A,13093,13093,13093,13093
1000271,UK-E-IN-12050,Perenco UK Limited,Perenco Bacton Gas Terminal,EA,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,94240.0,99050.0,111215.0,103111.0,A,A,A,A,24233,24233,24233,24233
1000272,UK-E-IN-11607,Phillips 66 Limited,Humber Refinery,EA,OPEN,2021,,1920,Manufacture of refined petroleum products,REFINING_OF_MINERAL_OIL,CPS_NOT_APPLICABLE,R7_process_activity,1936799.0,2010844.0,1975689.0,2217075.0,A,A,A,A,1820582,1820582,1820582,1820582
